EMP_Id,Gender,Age_at_recruitment,Education_Level,Marital_Status_at_recruitment,Have_Children_at_recruitment,Work_Location,Office_Distance,Prior_Experience,No_of_Previous Employers,Interview result,Final test results, Initial Salary ,Direct_Indirect,Department,Religion,Meal Apply,JOB Grade,Last/Current Salary,Age,Marital_Status,Have_Children,Leaving Reason, Service Months ,Status_2021
411928,M,34,O/L,MARRIED,HAVE CHILDREN,PAN,1,14,5,3,3,23450,INDIRECT,FINISHING,BUDDHISM,YES,B,30450,37,MARRIED,HAVE CHILDREN, -   ,38,Active
411933,M,31,A/L,MARRIED,HAVE CHILDREN,PAN,3,11,4,1,1,26550,INDIRECT,CUTTING,HINDUISM,YES,A+,36050,34,MARRIED,HAVE CHILDREN, -   ,38,Active
411946,M,38,A/L,MARRIED,HAVE CHILDREN,PAN,2,18,6,1,1,26900,DIRECT,PRODUCTION,BUDDHISM,YES,A+,36400,41,MARRIED,HAVE CHILDREN, -   ,37,Active
411957,M,35,A/L,MARRIED,HAVE CHILDREN,PAN,4,13,5,1,1,26650,DIRECT,PRODUCTION,HINDUISM,YES,A+,36150,38,MARRIED,HAVE CHILDREN, -   ,37,Active
412018,F,17,Secondary,SINGLE,NO CHILDEREN,PAN,2,0,0,5,2,24500,DIRECT,PRODUCTION,HINDUISM,YES,A,32500,20,SINGLE,NO CHILDEREN, -   ,32,Active
412022,F,19,Secondary,SINGLE,NO CHILDEREN,PAN,1,0,0,5,4,19500,DIRECT,PRODUCTION,HINDUISM,YES,C,26000,22,SINGLE,NO CHILDEREN, -   ,32,Active
412083,F,29,O/L,MARRIED,HAVE CHILDREN,PAN,1,8,2,1,1,28400,DIRECT,PRODUCTION,HINDUISM,YES,A+,35900,31,MARRIED,HAVE CHILDREN, -   ,30,Active
412092,F,20,O/L,SINGLE,NO CHILDEREN,PAN,3,0,0,5,2,26500,DIRECT,PRODUCTION,HINDUISM,YES,A,32500,22,SINGLE,NO CHILDEREN, -   ,29,Active
412094,F,29,O/L,MARRIED,HAVE CHILDREN,PAN,4,8,2,2,1,28300,DIRECT,PRODUCTION,HINDUISM,YES,A,34300,31,MARRIED,HAVE CHILDREN, -   ,29,Active
412159,F,20,O/L,SINGLE,NO CHILDEREN,PAN,2,0,0,5,3,24500,DIRECT,PRODUCTION,HINDUISM,YES,B,29500,22,SINGLE,NO CHILDEREN, -   ,27,Active
412174,F,22,Secondary,MARRIED,HAVE CHILDREN,PAN,4,1,1,5,4,22550,DIRECT,PRODUCTION,BUDDHISM,YES,C,27050,24,MARRIED,HAVE CHILDREN, -   ,26,Active
412178,M,30,O/L,SINGLE,NO CHILDEREN,PAN,2,10,4,1,1,28500,DIRECT,PRODUCTION,HINDUISM,YES,A+,36000,32,SINGLE,NO CHILDEREN, -   ,26,Active
412214,F,23,O/L,MARRIED,HAVE CHILDREN,PAN,1,2,1,2,1,28000,DIRECT,PRODUCTION,BUDDHISM,YES,A,34000,25,MARRIED,HAVE CHILDREN, -   ,26,Active
412224,F,25,O/L,MARRIED,HAVE CHILDREN,PAN,3,4,1,3,3,24950,DIRECT,PRODUCTION,HINDUISM,YES,B,29950,27,MARRIED,HAVE CHILDREN, -   ,26,Active
412247,M,25,O/L,SINGLE,NO CHILDEREN,PAN,2,7,3,1,1,28350,INDIRECT,CUTTING,HINDUISM,YES,A+,35850,27,SINGLE,NO CHILDEREN, -   ,25,Active
412258,F,21,A/L,SINGLE,NO CHILDEREN,PAN,4,0,0,5,2,26500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A+,34000,23,SINGLE,NO CHILDEREN, -   ,25,Active
412278,F,19,O/L,SINGLE,NO CHILDEREN,PAN,2,1,1,2,1,27950,INDIRECT,CUTTING,BUDDHISM,YES,A,33950,21,SINGLE,NO CHILDEREN, -   ,24,Active
412293,F,19,O/L,SINGLE,NO CHILDEREN,PAN,1,0,0,5,2,26500,DIRECT,PRODUCTION,HINDUISM,YES,A,32500,21,SINGLE,NO CHILDEREN, -   ,23,Active
412316,F,34,A/L,MARRIED,HAVE CHILDREN,PAN,1,13,4,1,1,28650,DIRECT,PRODUCTION,HINDUISM,YES,A+,36150,36,MARRIED,HAVE CHILDREN, -   ,23,Active
412510,F,21,A/L,MARRIED,NO CHILDEREN,PAN,3,1,1,2,1,29950,DIRECT,PRODUCTION,BUDDHISM,YES,A,32950,22,MARRIED,NO CHILDEREN, -   ,14,Active
412548,F,36,A/L,MARRIED,HAVE CHILDREN,PAN,4,15,4,1,1,30750,DIRECT,PRODUCTION,BUDDHISM,YES,A+,35250,37,MARRIED,HAVE CHILDREN, -   ,13,Active
412585,F,20,O/L,SINGLE,NO CHILDEREN,PAN,2,0,0,5,2,28000,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A,31000,21,SINGLE,NO CHILDEREN, -   ,13,Active
412588,F,32,A/L,MARRIED,HAVE CHILDREN,PAN,1,11,3,2,1,30450,INDIRECT,FINISHING,BUDDHISM,YES,A,33450,33,MARRIED,HAVE CHILDREN, -   ,13,Active
412612,F,30,A/L,MARRIED,HAVE CHILDREN,PAN,3,9,3,2,1,30350,DIRECT,PRODUCTION,BUDDHISM,YES,A,33350,31,MARRIED,HAVE CHILDREN, -   ,12,Active
412639,F,17,Secondary,SINGLE,NO CHILDEREN,PAN,2,0,0,5,4,23500,DIRECT,PRODUCTION,HINDUISM,YES,C,25000,18,SINGLE,NO CHILDEREN, -   ,11,Active
412654,F,38,O/L,MARRIED,HAVE CHILDREN,PAN,4,17,5,3,3,26600,DIRECT,PRODUCTION,BUDDHISM,YES,B,28600,39,MARRIED,HAVE CHILDREN, -   ,11,Active
412656,M,21,O/L,MARRIED,NO CHILDEREN,PAN,2,3,1,3,3,25900,INDIRECT,FINISHING,HINDUISM,YES,B,27900,22,MARRIED,NO CHILDEREN, -   ,11,Active
412657,M,20,O/L,SINGLE,NO CHILDEREN,PAN,1,0,0,5,2,28000,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,A,31000,21,SINGLE,NO CHILDEREN, -   ,11,Active
412662,M,20,O/L,SINGLE,NO CHILDEREN,PAN,4,0,0,5,2,28000,INDIRECT,CUTTING,HINDUISM,YES,A,31000,21,SINGLE,NO CHILDEREN, -   ,11,Active
412688,M,27,Secondary,SINGLE,NO CHILDEREN,PAN,2,6,2,2,3,26200,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,C,27700,28,SINGLE,NO CHILDEREN, -   ,11,Active
412693,M,26,O/L,SINGLE,NO CHILDEREN,PAN,1,1,1,3,3,25800,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,27800,27,SINGLE,NO CHILDEREN, -   ,11,Active
412712,M,18,O/L,SINGLE,NO CHILDEREN,PAN,3,0,0,5,2,28000,INDIRECT,CUTTING,BUDDHISM,YES,A+,32500,19,SINGLE,NO CHILDEREN, -   ,10,Active
412731,F,20,A/L,SINGLE,NO CHILDEREN,PAN,2,0,0,5,3,25500,DIRECT,PRODUCTION,HINDUISM,YES,B,27500,21,SINGLE,NO CHILDEREN, -   ,10,Active
412794,F,31,Secondary,MARRIED,HAVE CHILDREN,PAN,4,10,3,2,3,26400,DIRECT,PRODUCTION,HINDUISM,YES,C,27900,32,MARRIED,HAVE CHILDREN, -   ,8,Active
412797,M,21,A/L,SINGLE,NO CHILDEREN,PAN,2,3,1,3,3,25900,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,B,27900,22,SINGLE,NO CHILDEREN, -   ,8,Active
412800,M,21,A/L,SINGLE,NO CHILDEREN,PAN,1,2,1,4,5,20800,DIRECT,PRODUCTION,BUDDHISM,YES,D,21800,22,SINGLE,NO CHILDEREN, -   ,8,Active
412804,F,21,A/L,SINGLE,NO CHILDEREN,PAN,1,0,0,5,3,25500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,27500,22,SINGLE,NO CHILDEREN, -   ,8,Active
412831,F,21,Secondary,MARRIED,NO CHILDEREN,PAN,3,0,0,5,4,23500,DIRECT,PRODUCTION,HINDUISM,YES,C,25000,22,MARRIED,NO CHILDEREN, -   ,7,Active
412837,M,20,O/L,SINGLE,NO CHILDEREN,PAN,4,0,0,5,4,23500,INDIRECT,FINISHING,HINDUISM,YES,C,25000,21,SINGLE,NO CHILDEREN, -   ,7,Active
412840,M,20,A/L,SINGLE,NO CHILDEREN,PAN,2,2,1,3,3,25850,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,B,27850,21,SINGLE,NO CHILDEREN, -   ,7,Active
412843,F,36,Secondary,MARRIED,HAVE CHILDREN,PAN,1,15,4,4,5,21450,DIRECT,PRODUCTION,BUDDHISM,YES,C,22950,37,MARRIED,HAVE CHILDREN, -   ,7,Active
412846,M,25,A/L,SINGLE,NO CHILDEREN,PAN,3,2,1,5,2,28100,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,A+,32600,26,SINGLE,NO CHILDEREN, -   ,7,Active
412853,M,19,O/L,SINGLE,NO CHILDEREN,PAN,4,0,0,5,2,28000,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A+,31500,19,SINGLE,NO CHILDEREN, -   ,6,Active
412861,F,26,Secondary,MARRIED,HAVE CHILDREN,PAN,2,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,26,MARRIED,HAVE CHILDREN, -   ,6,Active
1711487,F,21,A/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,1,26000,INDIRECT,WAREHOUSE,BUDDHISM,YES,A,32000,23,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,20,Inactive
1712316,F,39,Secondary,MARRIED,HAVE CHILDREN,KGL,3,17,5,3,4,20850,INDIRECT,FINISHING,BUDDHISM,YES,B,21850,39,MARRIED,HAVE CHILDREN,REASON WASN`T REVEALED,7,Inactive
1712459,F,27,O/L,MARRIED,HAVE CHILDREN,KGL,2,7,2,2,1,26350,DIRECT,PRODUCTION,HINDUISM,YES,A+,29850,27,MARRIED,HAVE CHILDREN,DUE TO PREGNANCY,6,Inactive
1712535,F,19,O/L,SINGLE,NO CHILDEREN,KGL,4,0,0,5,4,20000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),25,Inactive
1712570,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,2,15,4,3,3,23750,DIRECT,PRODUCTION,BUDDHISM,YES,B,24750,37,MARRIED,HAVE CHILDREN,TO TAKE CARE OF FAMILY,7,Inactive
1712591,F,34,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,5,5,15500,INDIRECT,FINISHING,BUDDHISM,YES,D,15500,34,MARRIED,HAVE CHILDREN,DO NOT USE,2,Inactive
1712602,F,31,O/L,MARRIED,HAVE CHILDREN,KGL,1,9,3,3,3,23450,DIRECT,PAD PRINTING,HINDUISM,YES,B,30450,34,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,37,Inactive
1712614,M,20,O/L,SINGLE,NO CHILDEREN,KGL,3,1,1,2,2,25050,INDIRECT,FINISHING,HINDUISM,YES,A+,28550,20,SINGLE,NO CHILDEREN, -   ,5,Active
1712659,F,21,O/L,MARRIED,NO CHILDEREN,KGL,4,0,0,3,2,25000,DIRECT,PRODUCTION,BUDDHISM,YES,B,26000,21,MARRIED,NO CHILDEREN,REASON WASN`T REVEALED,4,Inactive
1712686,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,2,9,3,2,2,25450,DIRECT,PRODUCTION,BUDDHISM,YES,A,28450,30,MARRIED,HAVE CHILDREN,FOREIGN EMPLOYMENT OPPORTUNITY,10,Inactive
1712724,F,27,O/L,MARRIED,HAVE CHILDREN,KGL,1,5,2,3,2,25250,DIRECT,PRODUCTION,BUDDHISM,YES,B,26250,27,MARRIED,HAVE CHILDREN,TO TAKE CARE OF FAMILY,3,Inactive
1712738,M,24,Secondary,SINGLE,NO CHILDEREN,KGL,3,2,1,1,2,25100,DIRECT,PRODUCTION,BUDDHISM,YES,A+,28600,24,SINGLE,NO CHILDEREN, -   ,3,Active
1712822,F,22,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,4,5,15500,DIRECT,PRODUCTION,BUDDHISM,YES,D,15500,22,MARRIED,HAVE CHILDREN,REASON WASN`T REVEALED,3,Inactive
1712933,M,18,O/L,SINGLE,NO CHILDEREN,KGL,3,0,0,3,4,20000,INDIRECT,WAREHOUSE,BUDDHISM,YES,B,25000,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),15,Inactive
1712986,F,24,O/L,MARRIED,HAVE CHILDREN,KGL,2,0,0,4,4,23000,DIRECT,PRODUCTION,BUDDHISM,YES,C,23500,24,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1712992,F,24,Secondary,MARRIED,HAVE CHILDREN,KGL,4,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,17500,24,MARRIED,HAVE CHILDREN,RESIDENCIAL RELOCATION,2,Inactive
1713051,F,42,Secondary,MARRIED,HAVE CHILDREN,KGL,2,2,1,4,5,17600,INDIRECT,FINISHING,BUDDHISM,YES,D,17600,42,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1713053,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,1,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,18,SINGLE,NO CHILDEREN,HIGHER EDUCATION,2,Inactive
1713066,M,20,A/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,2,27000,INDIRECT,CUTTING,BUDDHISM,YES,D,27000,20,SINGLE,NO CHILDEREN,DO NOT USE,1,Inactive
1713071,F,23,O/L,MARRIED,HAVE CHILDREN,KGL,3,0,0,1,4,23000,DIRECT,PRODUCTION,BUDDHISM,YES,C,23500,23,MARRIED,HAVE CHILDREN, -   ,1,Active
1713093,M,23,A/L,MARRIED,NO CHILDEREN,KGL,4,2,1,4,5,17600,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,17600,23,MARRIED,NO CHILDEREN,DO NOT USE,1,Inactive
1713096,F,23,Secondary,MARRIED,HAVE CHILDREN,KGL,2,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,23,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,1,Inactive
1713136,M,21,O/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,2,27000,INDIRECT,FABRIC INSPECTION,BUDDHISM,YES,A,29000,21,SINGLE,NO CHILDEREN,DO NOT USE,8,Inactive
1713173,F,40,Secondary,MARRIED,HAVE CHILDREN,KGL,3,0,0,5,5,17500,INDIRECT,CUTTING,HINDUISM,YES,D,17500,40,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1713206,M,23,O/L,SINGLE,NO CHILDEREN,KGL,2,3,1,2,1,28150,DIRECT,PRODUCTION,BUDDHISM,YES,A,31150,24,SINGLE,NO CHILDEREN, -   ,11,Active
1713248,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,4,7,2,4,2,27350,DIRECT,PRODUCTION,BUDDHISM,YES,B,29350,30,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,16,Inactive
1713333,F,30,O/L,MARRIED,HAVE CHILDREN,KGL,2,8,2,3,3,25400,INDIRECT,FINISHING,HINDUISM,YES,B,26400,30,MARRIED,HAVE CHILDREN,DO NOT USE,4,Inactive
1713387,F,23,O/L,MARRIED,HAVE CHILDREN,KGL,1,1,1,2,1,28050,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A,34050,25,MARRIED,HAVE CHILDREN, -   ,23,Active
1713399,F,22,O/L,MARRIED,HAVE CHILDREN,KGL,1,1,2,3,3,25050,DIRECT,PRODUCTION,HINDUISM,YES,B,26050,22,MARRIED,HAVE CHILDREN,BETTER WORK OPPORTUNITY,2,Inactive
1713410,F,21,Secondary,SINGLE,NO CHILDEREN,KGL,3,0,0,5,5,17500,INDIRECT,FINISHING,HINDUISM,YES,D,17500,21,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,1,Inactive
1713454,F,22,O/L,SINGLE,NO CHILDEREN,KGL,4,2,1,1,1,28100,INDIRECT,FINISHING,BUDDHISM,YES,A,31100,23,SINGLE,NO CHILDEREN, -   ,9,Active
1713459,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,2,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,17500,17,MARRIED,NO CHILDEREN,DUE TO MARRIAGE,1,Inactive
1713464,F,30,O/L,MARRIED,HAVE CHILDREN,KGL,4,8,2,3,2,27400,DIRECT,PRODUCTION,BUDDHISM,YES,B,29400,31,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),11,Inactive
1713473,F,35,O/L,MARRIED,HAVE CHILDREN,KGL,1,13,4,3,2,27650,INDIRECT,FINISHING,BUDDHISM,YES,B,28650,35,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,7,Inactive
1713489,F,35,O/L,MARRIED,HAVE CHILDREN,KGL,3,15,4,1,1,28750,INDIRECT,FINISHING,BUDDHISM,YES,A+,33250,36,MARRIED,HAVE CHILDREN, -   ,15,Active
1713500,M,20,O/L,SINGLE,NO CHILDEREN,KGL,2,0,0,4,4,23000,INDIRECT,FABRIC INSPECTION,HINDUISM,YES,C,23500,20,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,5,Inactive
1713538,F,40,Secondary,MARRIED,HAVE CHILDREN,KGL,4,0,0,4,5,17500,INDIRECT,QUALITY ASSURANCE,ISLAM,YES,D,17500,40,MARRIED,HAVE CHILDREN,DO NOT USE,4,Inactive
1713554,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,2,0,0,5,5,17500,DIRECT,PAD PRINTING,HINDUISM,YES,D,17500,18,SINGLE,NO CHILDEREN,MEDICAL REASON,4,Inactive
1713556,F,21,Secondary,SINGLE,NO CHILDEREN,KGL,1,0,0,5,5,17500,INDIRECT,FINISHING,HINDUISM,YES,D,17500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1713569,F,19,O/L,SINGLE,NO CHILDEREN,KGL,1,0,0,3,3,25000,DIRECT,PRODUCTION,BUDDHISM,YES,B,27000,20,SINGLE,NO CHILDEREN,TRASFER TO ANOTHER LOCATION,17,Inactive
1713586,M,20,A/L,SINGLE,NO CHILDEREN,KGL,3,0,0,4,5,17500,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,17500,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),5,Inactive
1713627,F,26,O/L,MARRIED,HAVE CHILDREN,KGL,4,3,5,4,4,23150,DIRECT,PRODUCTION,HINDUISM,YES,C,23650,26,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,3,Inactive
1713738,F,25,Secondary,SINGLE,NO CHILDEREN,KGL,2,0,0,4,5,17500,INDIRECT,FINISHING,BUDDHISM,YES,D,17500,25,SINGLE,NO CHILDEREN,HIGHER EDUCATION,2,Inactive
1713748,F,40,O/L,MARRIED,HAVE CHILDREN,KGL,1,0,0,4,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,17500,40,MARRIED,HAVE CHILDREN,MEDICAL REASON,1,Inactive
1713776,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,3,17,5,2,1,28850,DIRECT,PRODUCTION,BUDDHISM,YES,A,31850,38,MARRIED,HAVE CHILDREN, -   ,11,Active
1713833,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,2,0,0,4,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,17,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
1713843,F,23,O/L,SINGLE,NO CHILDEREN,KGL,4,0,0,5,4,23000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,24,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,2,Inactive
1713846,F,23,Secondary,SINGLE,NO CHILDEREN,KGL,2,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,17500,23,SINGLE,NO CHILDEREN,TRASFER TO ANOTHER LOCATION,1,Inactive
1713857,F,20,Secondary,SINGLE,NO CHILDEREN,KGL,1,0,0,5,5,17500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,17500,20,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
1713900,F,37,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,17500,37,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),5,Inactive
1713917,F,21,Secondary,MARRIED,NO CHILDEREN,KGL,3,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,21,MARRIED,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1713927,M,22,O/L,SINGLE,NO CHILDEREN,KGL,4,1,1,5,5,20550,INDIRECT,CUTTING,HINDUISM,YES,D,20550,22,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1713934,M,19,O/L,SINGLE,NO CHILDEREN,KGL,2,0,0,4,5,20500,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1713935,F,19,Secondary,SINGLE,NO CHILDEREN,KGL,4,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1713938,F,23,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,23,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1713947,M,20,Secondary,SINGLE,NO CHILDEREN,KGL,3,0,0,5,5,20500,INDIRECT,CUTTING,HINDUISM,YES,D,20500,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
1714003,F,27,O/L,MARRIED,HAVE CHILDREN,KGL,2,7,2,1,1,30350,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34850,28,MARRIED,HAVE CHILDREN, -   ,17,Active
1714007,M,21,A/L,SINGLE,NO CHILDEREN,KGL,4,0,0,5,5,20500,INDIRECT,WAREHOUSE,CHRISTIANITY,YES,D,20500,21,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1714022,F,41,Secondary,MARRIED,HAVE CHILDREN,KGL,2,0,0,5,5,20500,INDIRECT,QUALITY ASSURANCE,HINDUISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1714030,M,20,A/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,5,20500,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1714064,F,41,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1714081,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,3,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1714115,M,36,O/L,MARRIED,HAVE CHILDREN,KGL,4,16,6,1,1,30800,DIRECT,PRODUCTION,BUDDHISM,YES,A+,34300,36,MARRIED,HAVE CHILDREN, -   ,5,Active
1714132,F,19,O/L,SINGLE,NO CHILDEREN,KGL,2,2,1,3,2,28600,DIRECT,PRODUCTION,BUDDHISM,YES,B,29600,19,SINGLE,NO CHILDEREN, -   ,7,Active
1714133,F,20,Secondary,SINGLE,NO CHILDEREN,KGL,1,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,6,Inactive
1714138,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,3,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,C,21000,18,SINGLE,NO CHILDEREN,SALARY ISSUE,1,Inactive
1714154,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,2,9,3,1,1,30450,DIRECT,PRODUCTION,BUDDHISM,YES,A,32450,29,MARRIED,HAVE CHILDREN, -   ,3,Active
1714172,F,28,O/L,MARRIED,HAVE CHILDREN,KGL,4,8,2,1,1,30400,DIRECT,PRODUCTION,HINDUISM,YES,A+,33900,28,MARRIED,HAVE CHILDREN, -   ,5,Active
1714224,F,21,O/L,SINGLE,NO CHILDEREN,KGL,2,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,21,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
1714235,F,41,O/L,MARRIED,HAVE CHILDREN,KGL,1,19,5,3,3,26950,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,27950,41,MARRIED,HAVE CHILDREN, -   ,2,Active
1714247,F,18,O/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,TRASFER TO ANOTHER LOCATION,1,Inactive
1714250,F,19,O/L,SINGLE,NO CHILDEREN,KGL,3,0,0,4,3,26000,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,28000,20,SINGLE,NO CHILDEREN, -   ,9,Active
1714272,F,31,Secondary,MARRIED,HAVE CHILDREN,KGL,1,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,31,MARRIED,HAVE CHILDREN,SALARY ISSUE,2,Inactive
1714279,M,20,Secondary,SINGLE,NO CHILDEREN,KGL,3,0,0,4,5,20500,INDIRECT,FINISHING,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,OFFENSIVE BEHAVIOUR,1,Inactive
1714288,F,21,O/L,SINGLE,NO CHILDEREN,KGL,2,1,3,3,4,24050,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,C,24550,21,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,4,Inactive
1714289,F,21,O/L,SINGLE,NO CHILDEREN,KGL,4,0,0,2,1,30000,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A,33000,22,SINGLE,NO CHILDEREN, -   ,9,Active
1714325,F,43,O/L,MARRIED,HAVE CHILDREN,KGL,2,20,5,3,4,25000,DIRECT,PRODUCTION,HINDUISM,YES,C,25500,43,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),6,Inactive
1714330,F,20,O/L,SINGLE,NO CHILDEREN,KGL,1,0,0,4,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,20,SINGLE,NO CHILDEREN,SALARY ISSUE,1,Inactive
1714331,F,25,O/L,MARRIED,HAVE CHILDREN,KGL,3,1,1,3,3,26050,DIRECT,PRODUCTION,BUDDHISM,YES,B,27050,25,MARRIED,HAVE CHILDREN, -   ,2,Active
1714342,F,21,O/L,MARRIED,NO CHILDEREN,KGL,2,0,0,5,5,20550,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20550,21,MARRIED,NO CHILDEREN,BETTER WORK OPPORTUNITY,1,Inactive
